timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1662777581834,69,HTTP Request,200,OK,Thread Group 1-1,text,true,,24695,120,15,15,http://10.105.2.253:8080/,62,0,1
1662777581838,81,HTTP Request,200,OK,Thread Group 1-2,text,true,,24695,120,17,17,http://10.105.2.253:8080/,67,0,0
1662777581847,80,HTTP Request,200,OK,Thread Group 1-4,text,true,,24695,120,17,17,http://10.105.2.253:8080/,62,0,1
1662777581852,75,HTTP Request,200,OK,Thread Group 1-5,text,true,,24695,120,16,16,http://10.105.2.253:8080/,55,0,0
1662777581842,87,HTTP Request,200,OK,Thread Group 1-3,text,true,,24695,120,16,16,http://10.105.2.253:8080/,70,0,0
1662777581862,86,HTTP Request,200,OK,Thread Group 1-7,text,true,,24695,120,19,19,http://10.105.2.253:8080/,66,0,1
1662777581878,74,HTTP Request,200,OK,Thread Group 1-10,text,true,,24695,120,19,19,http://10.105.2.253:8080/,56,0,1
1662777581857,95,HTTP Request,200,OK,Thread Group 1-6,text,true,,24695,120,18,18,http://10.105.2.253:8080/,65,0,1
1662777581873,82,HTTP Request,200,OK,Thread Group 1-9,text,true,,24695,120,17,17,http://10.105.2.253:8080/,66,0,1
1662777581883,77,HTTP Request,200,OK,Thread Group 1-11,text,true,,24695,120,17,17,http://10.105.2.253:8080/,63,0,0
1662777581867,96,HTTP Request,200,OK,Thread Group 1-8,text,true,,24695,120,16,16,http://10.105.2.253:8080/,74,0,1
1662777581897,87,HTTP Request,200,OK,Thread Group 1-14,text,true,,24695,120,20,20,http://10.105.2.253:8080/,67,0,0
1662777581902,84,HTTP Request,200,OK,Thread Group 1-15,text,true,,24695,120,19,19,http://10.105.2.253:8080/,71,0,0
1662777581887,100,HTTP Request,200,OK,Thread Group 1-12,text,true,,24695,120,19,19,http://10.105.2.253:8080/,74,0,0
1662777581892,102,HTTP Request,200,OK,Thread Group 1-13,text,true,,24695,120,19,19,http://10.105.2.253:8080/,87,0,1
1662777581912,99,HTTP Request,200,OK,Thread Group 1-17,text,true,,24695,120,21,21,http://10.105.2.253:8080/,73,0,1
1662777581922,97,HTTP Request,200,OK,Thread Group 1-19,text,true,,24695,120,22,22,http://10.105.2.253:8080/,77,0,1
1662777581919,100,HTTP Request,200,OK,Thread Group 1-18,text,true,,24695,120,21,21,http://10.105.2.253:8080/,76,0,1
1662777581907,114,HTTP Request,200,OK,Thread Group 1-16,text,true,,24695,120,20,20,http://10.105.2.253:8080/,90,0,1
1662777581928,94,HTTP Request,200,OK,Thread Group 1-20,text,true,,24695,120,20,20,http://10.105.2.253:8080/,74,0,2
1662777581933,96,HTTP Request,200,OK,Thread Group 1-21,text,true,,24695,120,20,20,http://10.105.2.253:8080/,75,0,2
1662777581943,93,HTTP Request,200,OK,Thread Group 1-23,text,true,,24695,120,20,20,http://10.105.2.253:8080/,77,0,0
1662777581938,106,HTTP Request,200,OK,Thread Group 1-22,text,true,,24695,120,21,21,http://10.105.2.253:8080/,91,0,2
1662777581952,102,HTTP Request,200,OK,Thread Group 1-25,text,true,,24695,120,22,22,http://10.105.2.253:8080/,80,0,1
1662777581947,111,HTTP Request,200,OK,Thread Group 1-24,text,true,,24695,120,22,22,http://10.105.2.253:8080/,87,0,1
1662777581957,104,HTTP Request,200,OK,Thread Group 1-26,text,true,,24695,120,21,21,http://10.105.2.253:8080/,87,0,1
1662777581973,114,HTTP Request,200,OK,Thread Group 1-29,text,true,,24695,120,26,26,http://10.105.2.253:8080/,96,0,1
1662777581983,111,HTTP Request,200,OK,Thread Group 1-31,text,true,,24695,120,26,26,http://10.105.2.253:8080/,91,0,1
1662777581967,135,HTTP Request,200,OK,Thread Group 1-28,text,true,,24695,120,27,27,http://10.105.2.253:8080/,103,0,0
1662777581964,139,HTTP Request,200,OK,Thread Group 1-27,text,true,,24695,120,26,26,http://10.105.2.253:8080/,104,0,1
1662777581992,111,HTTP Request,200,OK,Thread Group 1-33,text,true,,24695,120,25,25,http://10.105.2.253:8080/,91,0,1
1662777582007,104,HTTP Request,200,OK,Thread Group 1-36,text,true,,24695,120,25,25,http://10.105.2.253:8080/,90,0,0
1662777581977,134,HTTP Request,200,OK,Thread Group 1-30,text,true,,24695,120,24,24,http://10.105.2.253:8080/,109,0,0
1662777582002,109,HTTP Request,200,OK,Thread Group 1-35,text,true,,24695,120,23,23,http://10.105.2.253:8080/,97,0,1
1662777581987,131,HTTP Request,200,OK,Thread Group 1-32,text,true,,24695,120,24,24,http://10.105.2.253:8080/,108,0,1
1662777581997,133,HTTP Request,200,OK,Thread Group 1-34,text,true,,24695,120,25,25,http://10.105.2.253:8080/,106,0,2
1662777582012,128,HTTP Request,200,OK,Thread Group 1-37,text,true,,24695,120,26,26,http://10.105.2.253:8080/,111,0,0
1662777582017,136,HTTP Request,200,OK,Thread Group 1-38,text,true,,24695,120,28,28,http://10.105.2.253:8080/,118,0,0
1662777582027,143,HTTP Request,200,OK,Thread Group 1-40,text,true,,24695,120,30,30,http://10.105.2.253:8080/,118,0,0
